증권종류,회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역
"코스닥, KOSDAQ150, KRX300",  고영   ,098460,특수 목적용 기계 제조업,전자제품및반도체생산용 3차원 납도포검사장비,2008-06-03,12월,고광일,http://www.kohyoung.com,서울특별시
코스닥,  조이시티 ,067000,소프트웨어 개발 및 공급업,온라인게임(프리스타일농구),2008-05-30,12월,조성원,http://www.joycity.com,경기도
코스닥,  우진비앤지 ,018620,의약품 제조업,"슈퍼티아, 안티펜SM",2008-05-20,12월,강석진..,http://www.woogenebng.com,경기도
"코스닥, KOSDAQ150",  테스  ,095610,특수 목적용 기계 제조업,반도체장비(화학증착장비),2008-05-20,12월,주숭일..,http://www.hites.co.kr,경기도
코스닥,  예스24 ,053280,무점포 소매업,"도서,음반/DVD,화장품",2008-05-07,12월,김석환..,,서울특별시
코스닥,  엘디티 ,096870,반도체 제조업,"OLED구동IC,LED구동IC,LCD구동IC",2008-05-02,12월,정재천,,충청남도
"유가증권, KOSPI200, KRX300",  LG유플러스   ,032640,전기 통신업,"개인휴대통신서비스,음성서비스,데이터서비스,부가통신/단말기 도소매/프로그램 개발,자료제공",2008-04-21,12월,황현식,http://www.uplus.co.kr,서울특별시
코스닥,  메타바이오메드 ,059210,의료용품 및 기타 의약 관련제품 제조업,"생체분해성봉합사,근관충전재",2008-04-15,12월,오석송,http://wwwlmeta-biomed.com,충청북도
코스닥,  효성오앤비 ,097870,"비료, 농약 및 살균, 살충제 제조업","혼합유박비료,유기복합비료,혼합유기질비료",2008-04-08,06월,박태헌..,,충청남도
"유가증권, 관리종목",  인바이오젠  ,101140,기계장비 및 관련 물품 도매업,"신발,의류,스포츠용품 도매,제조",2008-04-02,12월,강지연,http://www.inbiogen.co.kr ,서울특별시
유가증권,  아시아나항공 ,020560,항공 여객 운송업,"항공운송(여객운송,화물운송)/항공기 제조,정비수리",2008-03-28,12월,원유석,http://www.flyasiana.com,서울특별시
유가증권,  SNT에너지 ,100840,일반 목적용 기계 제조업,"공냉식 열교환장치,폐열회수장치 제조",2008-02-22,12월,김형섭,http://www.hisnt.com,경상남도
유가증권,  진양홀딩스 ,100250,플라스틱제품 제조업,"투자,경영컨설팅",2008-02-15,12월,양준영..,http://cyholdings.kr,부산광역시
코스닥,  한울소재과학 ,091440,통신 및 방송 장비 제조업,광전송장비,2008-02-01,12월,하준호..,http://www.telefield.com,경기도
"코스닥, 관리종목, 투자주의환기종목",  이트론   ,096040,기타 전문 도매업,컴퓨터 및 주변장치 제조,2008-01-25,12월,이종보,http://www.e-trons.co.kr,서울특별시
유가증권,  엔케이 ,085310,"구조용 금속제품, 탱크 및 증기발생기 제조업","고압가스용기,선박용,육상용 소화설비장치,천연가스이동식충전소 제조,도매",2008-01-24,12월,천남주..,http://www.nkcf.com,부산광역시
코스닥,  에코볼트 ,097780,자동차 신품 부품 제조업,자동차 신품 부품 ,2008-01-23,12월,김상엽,http://www.s-mac.co.kr,충청남도
코스닥,  에스코넥 ,096630,통신 및 방송 장비 제조업,WaferProber,2007-12-26,12월,박순관..,http://www.s-connect.co.kr,경기도
코스닥,  일신바이오 ,068330,일반 목적용 기계 제조업,초저온냉동고및동결건조기,2007-12-26,12월,홍성대,,경기도
코스닥,  서원인텍 ,093920,통신 및 방송 장비 제조업,휴대폰용키패드및부자재,2007-12-20,12월,김재윤,http://seowonintech.co.kr,경기도
코스닥,  이씨에스 ,067010,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컨택센터용교환시스템,업무용교환시스템",2007-12-18,03월,현해남,http://www.ecstel.co.kr,서울특별시
코스닥,  대창솔루션 ,096350,"구조용 금속제품, 탱크 및 증기발생기 제조업",내연기관구조재(선박엔진용MBS),2007-12-17,12월,김대성..,,부산광역시
"유가증권, KOSPI200, KRX300",  한전KPS   ,051600,전기 및 통신 공사업,"일반전기공사,발전설비정비공사,점검,수리,엔지니어링",2007-12-14,12월,김홍연,http://www.kps.co.kr,전라남도
코스닥,  아이에스이커머스 ,069920,무점포 소매업,"해외, 국내상품 소싱 및 판매대행 서비스",2007-12-05,12월,박찬하..,http://www.isecommerce.co.kr,서울특별시
"코스닥, 관리종목, 투자주의환기종목",  알에프세미   ,096610,반도체 제조업,"ECM, DIODE, LED Light",2007-11-20,12월,반재용,http://www.rfsemi.co.kr/,전북특별자치도
코스닥,  디엔에프 ,092070,기타 화학제품 제조업,반도체배선박막재료(알루미늄전구체),2007-11-16,12월,신재호,http://www.dnfsolution.com,대전광역시
코스닥,  일진파워 ,094820,전기 및 통신 공사업,"열교환기,압력용기",2007-11-06,12월,이광섭,http://ijeng.com,울산광역시
코스닥,  비엠티 ,086670,일반 목적용 기계 제조업,"정밀계장용피팅및밸브류,전원분배장치(MCPD)",2007-11-02,12월,윤종찬,http://superlok.com,부산광역시
"유가증권, 관리종목",  이아이디  ,093230,기타 전문 도매업,"무선통신기기부품,전시용 핸드폰모형기(ADM) 제조",2007-11-01,12월,신정희,http://www.eid21.co.kr,경기도
유가증권,  기신정기 ,092440,특수 목적용 기계 제조업,"몰드베이스,금형부품,정밀기계기구 제조,도매,무역",2007-10-30,03월,윤현도,http://www.kishin.com,인천광역시
코스닥,  이엠코리아 ,095190,기타 금속 가공제품 제조업,CNC공작기계등,2007-10-29,12월,강삼수,http://www.yesemk.com,경상남도
유가증권,  KSS해운 ,044450,해상 운송업,"특수화물해상운송(액화가스,LPG,암모니아,VCM,석유화학제품 등), 선박대여",2007-10-26,12월,박찬도,http://www.kssline.com,서울특별시
유가증권,  효성 ITX ,094280,기타 사업지원 서비스업,"컨택센터서비스, Cloud솔루션, CDN, 프로젝터판매",2007-10-25,12월,남경환..,http://www.hyosungitx.com,서울특별시
코스닥,  현우산업 ,092300,전자부품 제조업,인쇄회로판(PCB),2007-10-24,12월,문병선..,,인천광역시
유가증권,  유나이티드 ,033270,의약품 제조업,"홈타민 진생연질60C(비타민제),항암제,항생제,순환기계,해열진통제,소화기계약품 제조",2007-10-23,12월,강덕영,http://www.kup.co.kr,세종특별자치시
코스닥,  케이알엠 ,093640,반도체 제조업,멀티미디어반도체,2007-10-19,12월,박광식,http://www.tamulm.com,서울특별시
유가증권,  디아이씨 ,092200,자동차 신품 부품 제조업,"자동차부품(트란스밋숀,프런트액슬,기어,전동축),변속동력전달장치,특수공구,농기계 및 산업기계부품 제조,무역",2007-10-18,12월,김정렬,http://dicorp.co.kr,울산광역시
코스닥,  에스에너지 ,095910,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","태양광발전시스템,태양전지모듈",2007-10-16,12월,홍성민..,http://www.s-energy.co.kr,경기도
코스닥,  성우전자 ,081580,통신 및 방송 장비 제조업,휴대폰금속프레스부품(전자파차단ShieldCan),2007-10-12,12월,조일현..,http://www.swei.co.kr,경기도
코스닥,  엘엠에스 ,073110,전자부품 제조업,프리즘시트,2007-10-12,12월,나우주..,,경기도
코스닥,  제이엠티 ,094970,전자부품 제조업,LCD패널용PBA,2007-10-12,12월,정수연..,,경기도
코스닥,  오디텍 ,080520,반도체 제조업,"광반도체, 소자 및 모듈",2007-10-08,12월,박병근,http://www.od-tech.com,전북특별자치도
"코스닥, KOSDAQ150, KRX300",  ISC   ,095340,기계장비 및 관련 물품 도매업,반도체테스트소켓,2007-10-01,12월,김정렬..,http://isc21.kr,경기도
코스닥,  네오티스 ,085910,자동차 신품 부품 제조업,"마이크로비트,샤프트",2007-10-01,12월,권상훈,http://www.neotis.co.kr,경기도
"코스닥, KOSDAQ150",  미래나노텍  ,095500,플라스틱제품 제조업,LCDBLU용광학필름,2007-10-01,12월,김철영,,충청북도
코스닥,  상보 ,027580,플라스틱제품 제조업,"광학필름,윈도우필름,미디어필름",2007-10-01,12월,김상근,http://www.sangbogroup.com,경기도
"유가증권, KOSPI200, KRX300",  CJ제일제당   ,097950,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매",2007-09-28,12월,손경식..,http://www.cj.co.kr,서울특별시
코스닥,  바이오톡스텍 ,086040,자연과학 및 공학 연구개발업,"안전성평가, 유효성평가",2007-09-21,12월,강종구,http://www.biotoxtech.com,충청북도
"유가증권, KOSPI200, KRX300",  팬오션   ,028670,해상 운송업,"해상화물운송(외항,운수보관)",2007-09-21,12월,김홍국..,http://www.panocean.com,서울특별시
코스닥,  옴니시스템 ,057540,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","전자식전력량계,설비미터,원격검침시스템",2007-09-19,12월,박혜린,http://www.omnisystem.co.kr,경기도
코스닥,  푸른기술 ,094940,컴퓨터 및 주변장치 제조업,"금융자동화기기모듈,역무자동화기기모듈,특수단말시스템",2007-09-14,12월,함현철,http://www.puloon.co.kr,서울특별시
코스닥,  웨이브일렉트로 ,095270,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",이동통신중계기용전력증폭기,2007-09-12,12월,박천석..,http://www.wavetc.com,경기도
유가증권,  HJ중공업 ,097230,토목 건설업,"선박건조,기계플랜트 제조/토목공사,건축공사,조경공사,전기공사,가스공사,준설공사,기계설비공사",2007-08-31,12월,김완석..,http://www.hjsc.co.kr,부산광역시
코스닥,  빅솔론 ,093190,컴퓨터 및 주변장치 제조업,"POS용프린터,프린팅메카니즘",2007-08-20,12월,노현철..,http://www.bixolon.com,경기도
유가증권,  JW홀딩스 ,096760,기타 금융업,의약품 수출입업,2007-07-31,12월,이경하..,http://jw-holdings.co.kr,경기도
코스닥,  S&K폴리텍 ,091340,전자부품 제조업,고밀도폴리우레탄폼시트,2007-07-30,12월,강원형,http://www.snkpolytec.com,경기도
"유가증권, KTOP30, KOSPI200, KRX300",  SK이노베이션    ,096770,석유 정제품 제조업,"석유정제,석유화학제품,윤활유제품,아스팔트제품,의약중간체 제조,판매,유전개발,대체에너지사업",2007-07-25,12월,박상규,http://www.SKinnovation.com,서울특별시
코스닥,  율호 ,072770,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",무선인터넷플랫폼,2007-07-25,12월,이정남..,http://www.neodian.co.kr,서울특별시
"코스닥, 투자주의종목",  갤럭시아머니트리  ,094480,소프트웨어 개발 및 공급업,전자결제,2007-07-20,12월,신동훈,http://www.galaxiamoneytree.co.kr,서울특별시
"코스닥, KOSDAQ150, KRX300",  에코프로   ,086520,기타 금융업,"환경소재,화학필터,이차전지소재등",2007-07-20,12월,송호준,http://www.ecopro.co.kr,충청북도
"코스닥, 관리종목, 투자주의환기종목",  대산F&B   ,065150,음·식료품 및 담배 도매업,"외식프랜차이즈사업,육류가공,식자재유통등",2007-07-18,12월,한상우..,http://www.mrpizza.co.kr,서울특별시
"코스닥, KOSDAQ150",  컴투스  ,078340,소프트웨어 개발 및 공급업,모바일게임,2007-07-06,12월,Nam..,http://com2us.com/corporation,서울특별시
"코스닥, KOSDAQ150",  네오위즈  ,095660,소프트웨어 개발 및 공급업,"피망,스페셜포스",2007-07-02,12월,김승철..,http://www.neowizgames.com,경기도
"유가증권, KOSPI200, KRX300",  삼성카드   ,029780,기타 금융업,"신용카드업,상품신용판매,현금서비스,카드론,리스,기업대출,여행업무,통신판매",2007-06-27,12월,김대환,http://www.samsungcard.co.kr,서울특별시
코스닥,  앤씨앤 ,092600,반도체 제조업,차량용 블랙박스 / 영상처리용 시스템반도체,2007-06-26,12월,최종현,http://nc-and.com,경기도
코스닥,  엔텔스 ,069410,소프트웨어 개발 및 공급업,운용지원솔루션,2007-06-20,12월,최일규,http://www.ntels.com,서울특별시
유가증권,  알루코 ,001780,1차 비철금속 제조업,"알루미늄제품,샷시 제조",2007-06-07,12월,박진우,http://www.dygc.co.kr,대전광역시
코스닥,  풍강 ,093380,기타 금속 가공제품 제조업,자동차용너트류,2007-06-01,08월,김진용,http://www.pungkang.co.kr,경기도
유가증권,  웅진씽크빅 ,095720,초등 교육기관,"기타출판 제조/서적,교구,통신판매 도소매/부동산 임대/교구렌탈,컴퓨터운용관련서비스",2007-05-31,12월,이봉주,http://www.wjthinkbig.com,경기도
"코스닥, KOSDAQ150",  동국제약  ,086450,의약품 제조업,"인사돌, 복합마데카솔, 파미레이",2007-05-29,12월,송준호,http://www.dkpharm.co.kr,서울특별시
코스닥,  케이프 ,064820,선박 및 보트 건조업,선박엔진용실린더라이너,2007-05-29,12월,최철은,http://www.cape.co.kr,경상남도
코스닥,  상신이디피 ,091580,일차전지 및 이차전지 제조업,2차전지부품,2007-05-23,12월,김일부,http://www.ssedp.co.kr,충청남도
코스닥,  한라IMS ,092460,선박 및 보트 건조업,"선용원격자동측정시스템,선용원격자동경보시스템",2007-05-22,12월,지석준..,http://www.hanlalevel.co.kr,부산광역시
"코스닥, 투자주의환기종목",  에프알텍  ,073540,통신 및 방송 장비 제조업,이동통신용중계기,2007-05-18,12월,남재국,http://www.frtek.co.kr,경기도
"코스닥, KOSDAQ150",  이엠텍  ,091120,전자부품 제조업,"마이크로스피커,리시버",2007-05-02,12월,정승규..,http://www.em-tech.co.kr,경상남도
코스닥,  참좋은여행 ,094850,여행사 및 기타 여행보조 서비스업,여행상품,2007-04-30,12월,조현문..,http://www.verygoodtourcompany.com,서울특별시
코스닥,  네오리진 ,094860,소프트웨어 개발 및 공급업,네트워크장비공급및인터넷트래픽솔루션,2007-04-16,12월,첸보(..,http://www.kornicglory.co.kr,서울특별시
유가증권,  맵스리얼티1 ,094800,신탁업 및 집합투자업,,2007-04-09,12월,미래에..,http://www.miraeasset.com,서울특별시
코스닥,  LS증권 ,078020,금융 지원 서비스업,유가증권위탁매매,2007-02-21,12월,김원규,http://www.ls-sec.co.kr,서울특별시
코스닥,  매커스 ,093520,기계장비 및 관련 물품 도매업,자일링스(Xilinx)비메모리반도체(PLDchip)유통,2007-02-12,12월,신동철..,http://www.makus.co.kr,서울특별시
코스닥,  나노캠텍 ,091970,플라스틱제품 제조업,투명전도성관련제품,2007-01-30,12월,신해용,http://www.nanosbiz.com,경기도
코스닥,  네오팜 ,092730,기타 화학제품 제조업,생체기능성(아토피)보습제,2007-01-30,12월,김양수,http://neopharm.co.kr,대전광역시
"코스닥, KOSDAQ150, KRX300",  오스코텍   ,039200,의약품 제조업,"뼈이식재,건강식품소재",2007-01-17,12월,김정근..,http://www.oscotec.com,경기도
