,title,link,description,bloggername,bloggerlink,postdate
9,[슬기로운 <b>핀테크</b> 생활] ＃7편 - 남은 대출을 갈아탈 수 있다고?... ,https://blog.naver.com/koreafintech/223479172609,[슬기로운 <b>핀테크</b> 생활] ＃7 - 남은 대출을 갈아탈 수 있다고? 대출이동서비스의 등장 대출이동서비스는 금융 소비자들이 더 나은 조건의 대출 상품으로 쉽게 갈아탈 수 있도록 지원하는 제도입니다. 기존... ,한국핀테크지원센터,blog.naver.com/koreafintech,20240614
0,[기자단 뉴스] 가정의 달 관련된 <b>핀테크</b> 서비스,https://blog.naver.com/koreafintech/223489298315,가정의 달 관련된 <b>핀테크</b> 서비스 12기 대학생 기자단 이다은 부모도 자녀도 함께 하는 <b>핀테크</b> 서비스 ✅ 가족들에게 추천하는 <b>핀테크</b> 서비스 1. 모바일 간편 결제 시스템 2. 개인 자산관리 시스템 ✅ 가정의 달에... ,한국핀테크지원센터,blog.naver.com/koreafintech,20240624
1,[기자단 뉴스] <b>핀테크</b> 큐브 출범식의 생생한 현장을 소개합니다!,https://blog.naver.com/koreafintech/223452474308,<b>핀테크</b> 큐브 출범식의 생생한 현장을 소개합니다! 12기 대학생 기자단 이유진 2024년 4월 18일 마포구 공덕동에 위치한 프론트원 11층 라운지에서 [2024년 <b>핀테크</b> 큐브 출범식]이 개최되었습니다. 오후... ,한국핀테크지원센터,blog.naver.com/koreafintech,20240520
2,[슬기로운 <b>핀테크</b> 생활] ＃6편 - 스마트 AI 어드바이저의 부상... ,https://blog.naver.com/koreafintech/223469735701,[슬기로운 <b>핀테크</b> 생활] ＃6 - 스마트 AI 어드바이저의 부상: 나만을 위한 컨설턴트?! 우리의 삶을 더욱 편리하고 효율적으로 만들어 줄 스마트 AI 어드바이저에 대해 알아봅시다. 스마트 AI 어드바이저는... ,한국핀테크지원센터,blog.naver.com/koreafintech,20240605
3,[<b>핀테크</b> 리더] ＃1편 - 2023 금융위원회 선정 10대 기업,https://blog.naver.com/koreafintech/223376102159,[<b>핀테크</b> 리더] ♂️＃1편 - 2023 금융위원회 선정 10대 기업 금융위원회에서는 유망 <b>핀테크</b> 기업의 발굴·육성을 위해 2025년까지 총 30개 기업을 선발하는 ‘K-<b>핀테크</b>30’ 프로젝트의 첫번째 발걸음으로 10개... ,한국핀테크지원센터,blog.naver.com/koreafintech,20240307
4,[<b>핀테크</b> 리더] ＃2편 - 2023 금융위원회 선정 10대 기업,https://blog.naver.com/koreafintech/223384258152,"[<b>핀테크</b> 리더] ♂️＃2편 - 2023 금융위원회 선정 10대 기업 ‘K-<b>핀테크</b>30’을 소개하는 1편을 통해 <b>핀테크</b>는 효율적인 금융 서비스로 진화하고 있으며, 우리에게 높은 가치를 제공하고 있다는 것을 알게... ",한국핀테크지원센터,blog.naver.com/koreafintech,20240315
5,"[기자단 뉴스] 금융 혁신을 위한 발판, 한국<b>핀테크</b>지원센터의... ",https://blog.naver.com/koreafintech/223420588285,금융 혁신을 위한 발판 한국<b>핀테크</b>지원센터의 테스트베드 지원 12기 대학생 기자단 이서현 한국<b>핀테크</b>지원센터에서는? <b>핀테크</b>산업혁신성장 활성화 지원 <b>핀테크</b>기업 맞춤형 성장지원 <b>핀테크</b> 산업의 글로벌... ,한국핀테크지원센터,blog.naver.com/koreafintech,20240419
6,[기자단 뉴스] 한손으로 읽는 한국<b>핀테크</b>지원센터의 모든 것!,https://blog.naver.com/koreafintech/223417499542,"한손으로 읽는 한국<b>핀테크</b>지원센터의 모든 것! 12기 대학생 기자단 남현영 Fin+Tech 한국<b>핀테크</b>지원센터의 지원 사업에 대해 전부 알려드리겠습니다! Fintech, MZ 세대를 휩쓸다 <b>핀테크</b>는 금융과 IT 기술이... ",한국핀테크지원센터,blog.naver.com/koreafintech,20240416
7,[기자단 뉴스] <b>핀테크</b>를 위한 <b>핀테크</b> 이런 건 어때요?,https://blog.naver.com/koreafintech/223515539442,<b>핀테크</b>를 위한 <b>핀테크</b> 이런 건 어때요? 12기 대학생 기자단 이다은 금융서비스 키오스크? 김○○: &quot;은행 점포 축소로 은행 일 보기가 어려워졌어...&quot; 최○○: &quot;키오스크를 설치해보는 건 어떨까? 김○○: &quot;그게... ,한국핀테크지원센터,blog.naver.com/koreafintech,20240717
8,"[기자단 뉴스] 나만 알고싶은 <b>핀테크</b> 서비스, 트래블월렛",https://blog.naver.com/koreafintech/223459639515,나만 알고싶은 <b>핀테크</b> 서비스 트래블월렛 12기 대학생 기자단 이다은 여행 중 외화 결제나 환전 때문에... 외환시장의 혁신을 주도하며 <b>핀테크</b> 산업을 이끄는 트래블월렛! 제가 소개해드릴게요... ,한국핀테크지원센터,blog.naver.com/koreafintech,20240527
9,교육부터 네트워킹 기회까지 제공하는 2024 <b>핀테크</b> 전문가 과정,https://blog.naver.com/koreafintech/223483051906,"2024 <b>핀테크</b> 전문가 과정 12기 대학생 기자단 이유진 <b>핀테크</b> 전문가 과정이란? 금융산업 혁신 및 디지털 금융 확산을 위한 직무 역량 강화를 목적으로, <b>핀테크</b> 산업의 성장과 경쟁력 향상을 위한 <b>핀테크</b>... ",한국핀테크지원센터,blog.naver.com/koreafintech,20240619
0,[<b>핀테크</b> 리더] # 두바이 <b>핀테크</b> 서밋 2024,https://blog.naver.com/koreafintech/223502518687,"[<b>핀테크</b> 리더] ＃두바이 <b>핀테크</b> 서밋 2024 글로벌 <b>핀테크</b>의 미래를 선도하는 두바이 <b>핀테크</b> 서밋 100개국 이상의 국가와 200여 개의 <b>핀테크</b> 기업, 그리고 1500여 명의 투자자들이 함께 참여하며 뜨거운 열기를... ",한국핀테크지원센터,blog.naver.com/koreafintech,20240705
1,"[기자단뉴스] <b>핀테크</b>, 포용금융과 만나다!",https://blog.naver.com/koreafintech/223245126105,"<b>핀테크</b>, 포용금융과 만나다! 포용금융 이란? &quot;포용금융&quot; 개인 또는 사업체가 금융서비스를 지불... 감당할 수 없는 가격(Non- affordable price) <b>핀테크</b>, 포용금융과 만나다 기존 금융 서비스에서 충족하지 못한... ",한국핀테크지원센터,blog.naver.com/koreafintech,20231024
2,[기자단 뉴스] 당신을 위한 <b>핀테크</b> 입문 가이드,https://blog.naver.com/koreafintech/223306477241,"<b>핀테크</b> 기자단이 취업 상담사가 된다면? <b>핀테크</b> 업계에 관심을 가지고 있는 당신을 위해 <b>핀테크</b> 입문 가이드를 준비했습니다. <b>핀테크</b>란, 금융(finance)과 기술(technology)의 합성어로, 인공지능·빅데이터... ",한국핀테크지원센터,blog.naver.com/koreafintech,20231229
3,[슬기로운 <b>핀테크</b> 생활] ＃5편 - 지금 사고 나중에 지불하는... ,https://blog.naver.com/koreafintech/223432009160,"[슬기로운 <b>핀테크</b> 생활] ＃5편 - 지금 사고 나중에 지불하는 후불 결제 방식, BNPL Buy Now, Pay Later, BNPL... 국내 <b>핀테크</b> 기업들 중 간편함, 경제성, 다양함의 장점을 가진 BNPL 서비스를 제공하는 곳은 어디가... ",한국핀테크지원센터,blog.naver.com/koreafintech,20240430
4,[기자단 뉴스] 한국<b>핀테크</b>지원센터 12기 기자단 이서현,https://blog.naver.com/koreafintech/223423340865,"한국<b>핀테크</b>지원센터 12기 기자단 이서현 12기 대학생 기자단 이서현 기본 정보 ① 전공: 경영학전공, 산업공학전공 ② MBTI: ISFP ③ 대학교 3학년 <b>핀테크</b>에 관심을 가지게 된 계기 오픈뱅킹과 금융서비스... ",한국핀테크지원센터,blog.naver.com/koreafintech,20240423
5,[기자단 뉴스] 우리의 눈으로 바라본 <b>핀테크</b> 서비스 UX 분석... ,https://blog.naver.com/koreafintech/223454501935,우리의 눈으로 바라본 <b>핀테크</b> 서비스 UX 분석 - 구독 경제 플랫폼 12기 대학생 기자단 류제 안녕하세요 한국<b>핀테크</b>지원센터 대학생 기자단 12기 류제형입니다. 이번에 소개해드릴 주제는 소비자 입장에서의... ,한국핀테크지원센터,blog.naver.com/koreafintech,20240522
6,[기자단 뉴스] 한국<b>핀테크</b>센터 11월 주요 ISSUE,https://blog.naver.com/koreafintech/223297410740,안녕하세요 한국<b>핀테크</b>지원센터 기자단 11기 안소현입니다. 오늘은 한국<b>핀테크</b>지원센터의 11월 각종 행사와 사업을 전해드리겠습니다. ‘<b>핀테크</b> 스타트업 현장 견학 프로그램’ 운영 11월 9일 중소벤처진흥공단... ,한국핀테크지원센터,blog.naver.com/koreafintech,20231219
7,[기자단 뉴스] 이런 <b>핀테크</b>는 어떤가요?,https://blog.naver.com/koreafintech/223517010400,로보어드바이저 이런 <b>핀테크</b>는 어떤가요? 12기 대학생 기자단 남현영 로보어드바이저란? 인공지능과... 기대됨 <b>핀테크</b> 분야는 기술과 금융이 결합하여 다양한 혁신적인 아이디어가 나올 수 있는 영역! 오늘... ,한국핀테크지원센터,blog.naver.com/koreafintech,20240718
8,"뉴스] 언제 어디서나! 무료로 배우는 <b>핀테크</b>, 핀에듀(FinEDU)",https://blog.naver.com/koreafintech/223483405434,"무료로 배우는 <b>핀테크</b>, 핀에듀(FinEDU) 12기 대학생 기자단 김유나 누구나 얻을 수 있는 <b>핀테크</b> 교육 기회! <b>핀테크</b> 종사자들의 역량강화 뿐만 아니라 <b>핀테크</b> 산업에 관심있는 일반인들도 체계적으로 <b>핀테크</b>... ",한국핀테크지원센터,blog.naver.com/koreafintech,20240619
9,[<b>핀테크</b> 리더] # 2023 제32차 <b>핀테크</b> 데모데이 참가기업,https://blog.naver.com/koreafintech/223446382787,"[<b>핀테크</b> 리더] ＃2023 제32차 <b>핀테크</b> 데모데이 참가기업 한국<b>핀테크</b>지원센터 X 키키오뱅크 제32차 <b>핀테크</b> 데모데이 Fintech for 금융사기 탐지·방지 이번 데모데이는 단순한 기업 발표 행사를 넘어, <b>핀테크</b> 산업의... ",한국핀테크지원센터,blog.naver.com/koreafintech,20240514
0,[기자단 뉴스] 새로운 <b>핀테크</b> 서비스를 제안합니다!,https://blog.naver.com/koreafintech/223516777336,새로운 <b>핀테크</b> 서비스를 제안합니다! 12기 대학생 기자단 김유나 챗봇(Chatbot)? 실제 인간과... 한국<b>핀테크</b>지원센터 12기 기자단 김유나 #한국<b>핀테크</b>지원센터 #<b>핀테크</b> #<b>핀테크</b>기자단 #대학생기자단... ,한국핀테크지원센터,blog.naver.com/koreafintech,20240718
1,[기자단 뉴스] <b>핀테크</b> 디지털 체험 플랫폼,https://blog.naver.com/koreafintech/223418503306,한국<b>핀테크</b>지원센터 <b>핀테크</b> 디지털 체험 플랫폼 12기 대학생 기자단 강영모 <b>핀테크</b> 체험 플랫폼의 필요성에 대한 이유 최근 금융 산업의 주요 화든 <b>핀테크</b>! 한국<b>핀테크</b>지원센터는 기업들의 <b>핀테크</b> 기술을... ,한국핀테크지원센터,blog.naver.com/koreafintech,20240417
2,[기자단 뉴스] 2023 빅히트 <b>핀테크</b>: 마이뱅크,https://blog.naver.com/koreafintech/223310942647,"한국<b>핀테크</b>지원센터 11기 대학생 기자단 장예나입니다! 2023 한 해를 마무리하며, ‘마이뱅크’와 함께 <b>핀테크</b> 트렌드를 살펴보고자 합니다! 마이뱅크 기업 소개 ‘마이뱅크’는 “생활필수품인 금융은 왜... ",한국핀테크지원센터,blog.naver.com/koreafintech,20240103
3,[슬기로운 <b>핀테크</b> 생활] ＃4편 - 똑똑한 소비를 위한 <b>핀테크</b>... ,https://blog.naver.com/koreafintech/223412492158,[슬기로운 <b>핀테크</b> 생활] ＃4편 - 똑똑한 소비를 위한 <b>핀테크</b> 렌탈 서비스 1인 가구의 증가와 코로나로 인해 집에서 시간을 보내는 사람들이 늘어나면서 새로운 경험을 위해 렌탈 서비스를 이용하는 사람들도... ,한국핀테크지원센터,blog.naver.com/koreafintech,20240411
4,한국<b>핀테크</b>지원센터 제12기 대학생기자단 모집,https://blog.naver.com/koreafintech/223341942440,"한국<b>핀테크</b>지원센터에서 제 12기 대학생 기자단을 모집합니다!  모집인원 개인 10명 내외  모집대상 <b>핀테크</b>에 관심이 많은 대학교(원)생, 휴학생이라면 누구나!  활동기간 2024.3. - 2024.12.  주요활동... ",한국핀테크지원센터,blog.naver.com/koreafintech,20240202
5,"&quot;<b>핀테크</b>와 인공지능, 금융의 미래를 열다&quot; [코리아 <b>핀테크</b>... ",https://blog.naver.com/koreafintech/223515917059,"국내 최대 규모의 <b>핀테크</b> 박람회, 코리아 <b>핀테크</b> 위크(Korea Fintech Week) 2024 개최! 일시: 2024년 8월 27일(화) ~ 8월 29일(목) 장소: 동대문디자인플라자(DDP) 아트홀 인공지능이 만드는 미래... ",한국핀테크지원센터,blog.naver.com/koreafintech,20240717
6,관심 있는 <b>핀테크</b> 기업이라면 주목해야 할! <b>핀테크</b> 통번역 서비스,https://blog.naver.com/koreafintech/223417500107,해외 진출에 관심 있는 <b>핀테크</b> 기업이라면 주목해야 할! <b>핀테크</b> 통번역 서비스 12기 대학생 기자단 이유진 #1) 국내 <b>핀테크</b> 기업의 해외 진출 필요성? -한정된 내수 시장의 한계를 넘은 스케일업 도약의 발판... ,한국핀테크지원센터,blog.naver.com/koreafintech,20240416
7,[기자단 뉴스] 한국<b>핀테크</b>지원센터 대학생 기자단 12기 이유진,https://blog.naver.com/koreafintech/223423331614,한국<b>핀테크</b>지원센터 대학생 기자단 12기 이유진입니다. 12기 대학생 기자단 이유진 기본 정보... 등 <b>핀테크</b>에 관심을 갖게 된 계기 레그테크(RegTech)? 컴플라이언스(Compliance)? 관련 교과목 수강 중... ,한국핀테크지원센터,blog.naver.com/koreafintech,20240422
8,[기자단 뉴스] <b>핀테크</b> 아이디어를 소개합니다,https://blog.naver.com/koreafintech/223517031329,<b>핀테크</b> 아이디어를 소개합니다 12기 대학생 기자단 박소민 한국<b>핀테크</b>지원센터 <b>핀테크</b> 아이디어를 소개합니다 #한국<b>핀테크</b>지원센터 #<b>핀테크</b> #<b>핀테크</b>기자단 #대학생기자단 #대외활동 #기자단 #대학생인터뷰... ,한국핀테크지원센터,blog.naver.com/koreafintech,20240718
9,[슬기로운 <b>핀테크</b> 생활] ＃3편 - 반려동물을 위한 <b>핀테크</b> 서비스,https://blog.naver.com/koreafintech/223399283324,"［슬기로운 <b>핀테크</b> 생활] ＃3편 - 반려동물을 위한 <b>핀테크</b> 서비스 우리의 영원한 친구 귀여운 반려동물! 현재 우리나라 반려동물 인구가 무려 1,500만 명에 달할 것으로 추정되고 있는 만큼 앞으로 반려동물 관련... ",한국핀테크지원센터,blog.naver.com/koreafintech,20240329
0,[기자단 뉴스] 가족들에게 알려주고 싶은 <b>핀테크</b> 서비스,https://blog.naver.com/koreafintech/223491909733,가족들에게 알려주고 싶은 <b>핀테크</b> 서비스 12기 대학생 기자단 류제형 안녕하세요 한국<b>핀테크</b>지원센터 12기 대학생 기자단 류제형입니다. 이번에 소개해드릴 내용은 &lt;가족들에게 알려주고 싶은 <b>핀테크</b> 서비스... ,한국핀테크지원센터,blog.naver.com/koreafintech,20240626
1,[기자단 뉴스] <b>핀테크</b>를 통해 새로운 꿈을 찾은 나,https://blog.naver.com/koreafintech/223423397912,"저를 소개합니다 : <b>핀테크</b>를 통해 새로운 꿈을 찾은 나 12기 대학생 기자단 류제형 전공 : 경영학 MBTI : INTJ 활동 : 교내 학보사, 교내 취업서포터즈, 교내 재정감사위원회 안녕하세요. 한국<b>핀테크</b>지원센터 대학생... ",한국핀테크지원센터,blog.naver.com/koreafintech,20240424
2,[기자단 뉴스] 2024 <b>핀테크</b> 인력양성 <b>핀테크</b> 인턴십 코스,https://blog.naver.com/koreafintech/223515642328,2024년 <b>핀테크</b> 인력양성 <b>핀테크</b> 인턴십코스 12기 대학생 기자단 강영모 한국<b>핀테크</b>지원센터 2024년 <b>핀테크</b> 인력양성 <b>핀테크</b> 인턴십 코스 #한국<b>핀테크</b>지원센터 #<b>핀테크</b> #<b>핀테크</b>기자단 #대학생기자단... ,한국핀테크지원센터,blog.naver.com/koreafintech,20240717
